새주소,지번주소,location1,location2,테마코드,콘텐츠 코드,"언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)",콘텐츠 명,시도명(텍스트),구명,동명,산지여부,주 번지,부 번지,기타주소,전화번호,상세정보 값 1,상세정보 값 2,상세정보 값 3,상세정보 값 4,상세정보 값 5,상세정보 값 6,상세정보 값 7,상세정보 값 8,상세정보 값 9,상세정보 값 10,상세정보 값 11,상세정보 값 12,상세정보 값 13,상세정보 값 14,상세정보 값 15,상세정보 값 16,상세정보 값 17,상세정보 값 18,상세정보 값 19,상세정보 값 20,상세정보 이름 1,상세정보 이름 2,상세정보 이름 3,상세정보 이름 4,상세정보 이름 5,상세정보 이름 6,상세정보 이름 7,상세정보 이름 8,상세정보 이름 9,상세정보 이름 10,상세정보 이름 11,상세정보 이름 12,상세정보 이름 13,상세정보 이름 14,상세정보 이름 15,상세정보 이름 16,상세정보 이름 17,상세정보 이름 18,상세정보 이름 19,상세정보 이름 20,좌표데이터,좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint),선 두께 1~10,테마 선 색상,키워드,등록일,수정일
서울특별시 노원구 덕릉로 859,서울특별시 노원구 상계동 37-7,127.0832363,37.6729097,100180,wtb_11_03_053,KOR,상계34동 주민센터,,노원구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 우측 벽면,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 노원구 월계로 319,서울특별시 노원구 월계동 598,127.0560914,37.62863783,100180,wtb_11_04_054,KOR,월계문화정보도서관,,노원구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 좌측,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 노원구 상계로 118,서울특별시 노원구 상계동 385-1,127.0678578,37.65748146,100180,wtb_11_05_055,KOR,상계2동주민센터,,노원구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 우측,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 갈현로 301,서울특별시 은평구 갈현동 436-14,126.9166872,37.62368713,100180,wtb_12_01_056,KOR,갈현1동 주민센터,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 주차장 왼쪽벽,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 연서로 59,서울특별시 은평구 역촌동 62-26,126.9152003,37.6043905,100180,wtb_12_02_057,KOR,역촌동 주민센터,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 좌측,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 증산로5길 6,서울특별시 은평구 증산동 173-8,126.9076711,37.58280791,100180,wtb_12_03_058,KOR,증산 정보도서관,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 우측 자전거 주차장 앞,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 은평로 245,서울특별시 은평구 녹번동 48-5,126.9351483,37.60110553,100180,wtb_12_04_059,KOR,녹번 119안전센터,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,정문 우측 10m 지점,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 불광로 129,서울특별시 은평구 불광동 13-33,126.9329269,37.61830237,100180,wtb_12_05_060,KOR,불광1동 치안센터,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,후문 캐노피 벽면 앞,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 은평로 38,서울특별시 은평구 신사동 26-18,126.9121954,37.59804894,100180,wtb_12_06_061,KOR,신사종합사회복지관,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 좌측 기둥옆 유리문,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 갈현로17길 10,서울특별시 은평구 구산동 27-5,126.9103475,37.61176248,100180,wtb_12_07_062,KOR,구산동주민센터,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 우측,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 연서로34길 11,서울특별시 은평구 불광동 130-2,126.9277011,37.62154308,100180,wtb_12_08_063,KOR,불광보건분소,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,2층 계단 위,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 갈현로 195,서울특별시 은평구 갈현동 506-45,126.9126943,37.61515269,100180,wtb_12_09_064,KOR,연신내 지구대,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 좌측 코너 벽면,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 은평구 연서로20길 24-6,서울특별시 은평구 대조동 214-48,126.9207202,37.61381853,100180,wtb_12_10_065,KOR,대조동 꿈나무어린이도서관,,은평구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,건물 입구,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 서대문구 북아현로 24,서울특별시 서대문구 북아현동 129-37,126.9570371,37.55947159,100180,wtb_13_01_066,KOR,북아현동 주민센터,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 우측벽 코너,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 서대문구 봉원사2길 13,서대문구 봉원동 42-6,126.9467043,37.56824308,100180,wtb_13_02_067,KOR,봉원교회,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,1층 북카페 샘뜰 옆,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,2,#0000FF,,2018.6.28 10:14,2018.8.8 9:37
서울특별시 서대문구 가좌로 154,서울특별시 서대문구 홍은동 338-146,126.9233551,37.58579962,100180,wtb_13_03_068,KOR,서부제일교회 어린이도서관,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 정원 내 캐노피 밑,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
포방터길 28,서대문구 홍제동 286-30,126.9489126,37.59772542,100180,wtb_13_04_069,KOR,홍성교회,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,교회 우측테라스 자판기 옆,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,2,#0000FF,,2018.6.28 10:14,2018.8.6 14:13
서울특별시 서대문구 홍은중앙로 85,서울특별시 서대문구 홍은동 11-853,126.9471227,37.59886173,100180,wtb_13_05_070,KOR,홍은1동주민센터,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 좌측 벽면,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 서대문구 연희로 189,서울특별시 서대문구 연희동 77-9,126.9352473,37.5738844,100180,wtb_13_06_071,KOR,연희동주민센터,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,정문 좌측 계단 밑,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 서대문구 모래내로 334,서울특별시 서대문구 홍은동 273-10,126.9341545,37.58010964,100180,wtb_13_07,KOR,홍은2동 주민센터,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,주민센터 입구,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 서대문구 세검정로4길 32,서울특별시 서대문구 홍제동 7-13,126.9496913,37.59376099,100180,wtb_13_08,KOR,홍제3동 주민센터,,서대문구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,주민센터 입구,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 마포구 도화길 37,서울특별시 마포구 도화동 557,126.9498735,37.54153169,100180,wtb_14_01_072,KOR,도화동 주민센터,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,민방위본부 통로 왼쪽벽,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 마포구 동교로41길 36,서울특별시 마포구 연남동 239-56,126.9234274,37.56385504,100180,wtb_14_02_073,KOR,연남동 주민커뮤니티센터,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 왼쪽 계단 앞,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
신촌로26길 10,마포구 노고산동 1-83,126.9426302,37.55572362,100180,wtb_14_03_074,KOR,우리마포복지관,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 나무마루 정면,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,2,#0000FF,,2018.6.28 10:14,2018.8.8 9:21
서울특별시 마포구 대흥로20길 28,서울특별시 마포구 대흥동 30-3,126.945536,37.54990546,100180,wtb_14_04_075,KOR,마포아트센터,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,셔틀버스 주차장 관리소 옆,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 마포구 성암로 197,서울특별시 마포구 상암동 1621,126.8971679,37.57727433,100180,wtb_14_05_076,KOR,상암동 제1공영주차장,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,차량게이트 좌측면 사무실 앞 벽면,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 마포구 성미산로17길 79,마포구 연남동 487-35,126.917164,37.56502974,100180,wtb_14_06_077,KOR,연남동희망원룸주택,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,카페 주차장 쪽 벽면,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,2,#0000FF,,2018.6.28 10:14,2018.8.6 12:20
서울특별시 마포구 월드컵북로30길 22,서울특별시 마포구 성산동 145-27,126.9089696,37.56861385,100180,wtb_14_07_078,KOR,성산2동주민센터,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,출입문 안쪽 좌측,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 마포구 독막로 192,서울특별시 마포구 신수동 458,126.9351342,37.54713625,100180,wtb_14_08,KOR,신수동주민센터,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,주민센터 입구,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 마포구 월드컵로31길 69,마포구 망원동 436-1,126.9012171,37.56028558,100180,wtb_14_09,KOR,초록북 카페,,마포구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,건물 입구 우측 계단 밑,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,2,#0000FF,,2018.6.28 10:14,2018.8.6 14:03
서울특별시 양천구 목동중앙남로16나길 55,서울특별시 양천구 목동 642-1,126.8644558,37.54476941,100180,wtb_15_01_079,KOR,목3동 주민센터,,양천구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,주민센터 입구 좌측,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 양천구 오목로5길 34,서울특별시 양천구 신월동 425-2,126.8400929,37.52470429,100180,wtb_15_02_080,KOR,신월4동주민센터,,양천구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,주민센터 내부 우측벽 ,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 양천구 화곡로4길 10,서울특별시 양천구 신월동 52-2,126.8271735,37.53858312,100180,wtb_15_03_081,KOR,신월5동주민센터,,양천구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,주민센터 입구 좌측 기둥과 가장자리 사이,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
서울특별시 양천구 지양로 47,서울특별시 양천구 신월동 987,126.8345682,37.52044756,100180,wtb_15_04_082,KOR,신월문화체육센터,,양천구,,,,,,1899-4708,여성1인가구 등을 위해 다세대주택 지역에 무인택배함을 설치하여 낯선 사람을 대면하지 않고 택배를 수령할 수 있는 서비스,택배 주문 시 배송란에 여성안심택배함 주소 입력  → 택배가 도착하면 휴대폰 문자로 인증번호 수신 → 택배함으로 와서 인증번호 입력 후 택배 찾기 ※택배도착 후 48시간 까지만 무료이며 이후부터 하루당 1천원씩 요금 발생,입구 우측 벽면,,,,,,,,,,,,,,,,,,여성안심택배함이란?,이용 방법,자세한 위치,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,2018.6.28 10:14,2018.6.28 10:14
